PLAYER_ID,PLAYER_NAME,TEAM_ID,GP,MIN,NET_RATING,OFF_RATING,DEF_RATING
201166,Aaron Brooks,1610612741,69,16.1,0.0,102.3,102.3
203932,Aaron Gordon,1610612753,78,23.9,-1.4,103.2,104.6
201143,Al Horford,1610612737,82,32.1,4.2,102.9,98.7
2744,Al Jefferson,1610612766,47,23.3,2.5,103.2,100.7
202329,Al-Farouq Aminu,1610612757,82,28.5,1.6,108.2,106.7
101187,Alan Anderson,1610612764,13,14.8,8.2,104.5,96.3
202692,Alec Burks,1610612762,31,25.7,0.5,101.8,101.4
203458,Alex Len,1610612756,78,23.3,-7.7,98.2,105.9
201582,Alexis Ajinca,1610612740,59,14.6,-2.6,98.8,101.4
203459,Allen Crabbe,1610612757,81,26.0,1.0,106.5,105.5
202087,Alonzo Gee,1610612740,73,22.4,-4.4,100.3,104.7
2405,Amar'e Stoudemire,1610612748,52,14.7,0.0,103.6,103.6
101161,Amir Johnson,1610612738,79,22.8,4.6,106.9,102.3
203083,Andre Drummond,1610612765,81,32.9,2.4,105.9,103.6
2738,Andre Iguodala,1610612744,65,26.6,13.2,112.7,99.6
1889,Andre Miller,1610612759,39,11.8,2.8,109.7,107.0
203460,Andre Roberson,1610612760,70,22.2,9.2,110.9,101.7
200745,Andrea Bargnani,1610612751,46,13.8,-14.7,95.6,110.2
101106,Andrew Bogut,1610612744,70,20.7,14.1,112.0,97.9
203094,Andrew Nicholson,1610612753,56,14.7,2.8,100.6,97.8
203952,Andrew Wiggins,1610612750,81,35.1,-1.3,106.7,107.9
1626148,Anthony Brown,1610612747,29,20.6,-2.3,100.3,102.6
203076,Anthony Davis,1610612740,61,35.5,-4.1,103.7,107.8
201627,Anthony Morrow,1610612760,68,13.6,5.3,110.9,105.6
201229,Anthony Tolliver,1610612765,72,18.6,0.0,102.3,102.4
203462,Archie Goodwin,1610612756,57,19.5,-9.0,101.7,110.6
203382,Aron Baynes,1610612765,81,15.2,-3.4,101.0,104.4
201167,Arron Afflalo,1610612752,71,33.4,-3.4,104.0,107.4
203085,Austin Rivers,1610612746,67,21.8,-4.0,98.7,102.8
202340,Avery Bradley,1610612738,76,33.4,4.6,108.5,103.9
1626253,Axel Toupane,1610612743,21,14.5,-2.2,108.2,110.4
203463,Ben McLemore,1610612758,68,21.2,1.2,105.8,104.6
2757,Beno Udrih,1610612763,44,16.1,-1.7,100.0,101.7
202687,Bismack Biyombo,1610612761,82,22.0,3.1,104.4,101.3
201933,Blake Griffin,1610612746,35,33.4,7.3,108.6,101.3
1626171,Bobby Portis,1610612741,62,17.8,-7.6,100.4,108.0
202711,Bojan Bogdanovic,1610612751,79,26.8,-9.2,100.8,109.9
2564,Boris Diaw,1610612759,76,18.2,10.2,106.6,96.4
203078,Bradley Beal,1610612764,55,31.1,-0.2,104.8,105.0
201148,Brandan Wright,1610612763,12,17.7,-11.1,100.0,111.1
101138,Brandon Bass,1610612747,66,20.3,-0.9,105.3,106.2
201943,Brandon Jennings,1610612753,48,18.1,0.3,103.2,102.9
202688,Brandon Knight,1610612756,52,36.0,-5.5,102.0,107.4
201575,Brandon Rush,1610612744,72,14.6,-0.9,107.8,108.7
201572,Brook Lopez,1610612751,73,33.7,-2.4,103.4,105.8
1626214,Bryce Dejean-Jones,1610612740,14,19.9,-6.8,100.0,106.8
201228,C.J. Watson,1610612753,33,19.9,-3.5,104.3,107.8
203468,CJ McCollum,1610612757,80,34.7,2.6,107.5,104.9
101139,CJ Miles,1610612754,64,22.9,0.2,102.7,102.5
1626166,Cameron Payne,1610612760,57,12.2,-1.8,104.1,105.9
201171,Carl Landry,1610612755,36,15.8,-9.3,102.3,111.6
2546,Carmelo Anthony,1610612752,72,35.1,-0.9,106.5,107.4
2406,Caron Butler,1610612758,17,10.3,-13.1,93.1,106.2
202718,Chandler Parsons,1610612742,61,29.5,0.3,105.3,105.0
101112,Channing Frye,1610612739,70,17.1,4.8,106.8,102.0
101111,Charlie Villanueva,1610612742,62,10.7,-8.0,97.2,105.2
201978,Chase Budinger,1610612756,66,14.1,-0.3,101.9,102.1
2365,Chris Andersen,1610612763,27,14.9,-10.1,101.1,111.3
2547,Chris Bosh,1610612748,53,33.5,0.5,101.5,101.0
203187,Chris Johnson,1610612762,70,12.2,2.0,99.2,97.2
1626191,Chris McCullough,1610612751,24,15.1,-14.7,101.1,115.8
101108,Chris Paul,1610612746,74,32.7,11.0,112.3,101.3
203991,Clint Capela,1610612745,77,19.1,3.7,105.9,102.2
203469,Cody Zeller,1610612766,73,24.3,5.0,108.4,103.4
202332,Cole Aldrich,1610612746,60,13.3,-0.7,99.1,99.8
201147,Corey Brewer,1610612745,82,20.4,-2.1,101.8,104.0
202709,Cory Joseph,1610612761,80,25.6,6.2,107.1,100.9
201584,Courtney Lee,1610612766,79,29.6,3.0,107.1,104.1
1626245,Cristiano Felicio,1610612741,31,10.3,8.0,107.5,99.5
1626156,D'Angelo Russell,1610612747,80,28.2,-11.7,98.4,110.1
201571,D.J. Augustin,1610612743,62,19.0,-1.0,105.1,106.1
203081,Damian Lillard,1610612757,75,35.7,1.6,109.4,107.8
201568,Danilo Gallinari,1610612743,53,34.7,-2.8,105.0,107.8
201980,Danny Green,1610612759,79,26.1,12.5,108.1,95.7
201967,Dante Cunningham,1610612740,80,24.6,-6.3,103.0,109.3
201589,Darrell Arthur,1610612743,70,21.7,-1.8,102.2,104.0
201954,Darren Collison,1610612758,74,30.0,-1.6,105.9,107.5
1626199,Darrun Hilliard,1610612765,38,10.1,-1.7,100.6,102.3
101135,David Lee,1610612742,55,16.4,-4.0,98.4,102.4
