PLAYER_ID,PLAYER_NAME,TEAM_ID,GP,MIN,NET_RATING,OFF_RATING,DEF_RATING
1631100,AJ Griffin,1610612737,72,19.5,1.5,113.6,112.0
203932,Aaron Gordon,1610612743,68,30.2,12.1,123.0,110.9
1628988,Aaron Holiday,1610612737,63,13.4,0.9,110.8,110.0
1630174,Aaron Nesmith,1610612754,73,24.9,-4.7,113.8,118.5
1630598,Aaron Wiggins,1610612760,70,18.5,1.5,112.7,111.2
1629678,Admiral Schofield,1610612753,37,12.2,-8.3,104.7,113.0
201143,Al Horford,1610612738,63,30.5,7.8,118.9,111.1
202692,Alec Burks,1610612765,51,22.0,-1.0,112.9,113.9
1630197,Aleksej Pokusevski,1610612760,34,20.6,-12.7,105.6,118.3
1627936,Alex Caruso,1610612741,67,23.5,6.1,112.6,106.5
1630578,Alperen Sengun,1610612745,75,28.9,-7.8,112.5,120.3
1629599,Amir Coffey,1610612746,50,12.5,-8.9,104.2,113.1
203083,Andre Drummond,1610612741,67,12.7,2.6,108.7,106.0
1629614,Andrew Nembhard,1610612754,75,27.6,-5.9,112.3,118.2
203952,Andrew Wiggins,1610612744,37,32.2,5.2,116.2,110.9
1629014,Anfernee Simons,1610612757,62,35.0,-1.6,114.1,115.7
203076,Anthony Davis,1610612747,56,34.0,4.8,114.3,109.5
1630162,Anthony Edwards,1610612750,79,36.0,1.9,113.8,111.9
1630264,Anthony Gill,1610612764,59,10.6,-0.8,109.5,110.4
1630237,Anthony Lamb,1610612744,62,19.3,1.7,112.5,110.8
1630559,Austin Reaves,1610612747,64,28.8,4.9,115.4,110.5
203085,Austin Rivers,1610612750,52,19.5,-4.9,109.8,114.8
1630245,Ayo Dosunmu,1610612741,80,26.2,-1.3,108.8,110.1
1628389,Bam Adebayo,1610612748,75,34.6,1.8,113.0,111.2
1627732,Ben Simmons,1610612751,42,26.3,2.1,114.7,112.5
1631097,Bennedict Mathurin,1610612754,78,28.5,-4.3,111.5,115.8
202687,Bismack Biyombo,1610612756,61,14.3,3.1,112.7,109.7
201933,Blake Griffin,1610612738,41,13.9,9.9,116.5,106.6
1631104,Blake Wesley,1610612759,37,18.1,-13.4,103.3,116.7
1626171,Bobby Portis,1610612749,70,26.0,-0.1,111.8,112.0
203992,Bogdan Bogdanović,1610612737,54,27.9,1.2,117.3,116.1
202711,Bojan Bogdanovic,1610612765,59,32.1,-8.2,111.3,119.5
1629626,Bol Bol,1610612753,70,21.5,-4.4,107.6,112.0
1630538,Bones Hyland,1610612746,56,19.4,-5.3,112.7,118.0
203078,Bradley Beal,1610612764,50,33.5,0.7,116.6,115.9
1630527,Brandon Boston,1610612746,22,11.3,-7.7,106.8,114.5
1629634,Brandon Clarke,1610612763,56,19.5,0.7,109.0,108.3
1627742,Brandon Ingram,1610612740,45,34.2,3.0,115.5,112.5
201572,Brook Lopez,1610612749,78,30.4,7.1,113.7,106.6
1628971,Bruce Brown,1610612743,80,28.5,0.8,113.8,113.0
1628981,Bruno Fernando,1610612737,39,10.4,-8.9,105.1,114.0
1631121,Bryce McGowens,1610612766,46,17.1,-9.7,102.6,112.3
1627854,Bryn Forbes,1610612750,25,10.7,-8.5,107.8,116.2
1627741,Buddy Hield,1610612754,80,31.0,-1.9,114.4,116.3
203468,CJ McCollum,1610612740,75,35.3,1.1,114.5,113.5
1630595,Cade Cunningham,1610612765,12,33.3,-6.1,111.2,117.3
1631216,Caleb Houstan,1610612753,51,15.9,-5.3,107.6,112.9
1628997,Caleb Martin,1610612748,71,29.3,0.0,110.7,110.7
1629629,Cam Reddish,1610612757,40,24.7,-9.0,108.9,117.8
1630560,Cam Thomas,1610612751,57,16.6,-1.6,112.1,113.7
1629661,Cameron Johnson,1610612751,42,28.6,6.6,115.3,108.7
1626166,Cameron Payne,1610612756,48,20.2,4.1,115.4,111.4
1627747,Caris LeVert,1610612739,74,30.2,4.5,113.0,108.5
1626224,Cedi Osman,1610612739,77,20.1,7.5,115.4,108.0
1629646,Charles Bassey,1610612759,35,14.5,-2.4,109.1,111.5
1629002,Chimezie Metu,1610612758,66,10.4,6.7,113.9,107.3
1628449,Chris Boucher,1610612761,76,20.0,-1.3,110.4,111.6
1630537,Chris Duarte,1610612754,46,19.5,-6.2,109.4,115.6
101108,Chris Paul,1610612756,59,32.0,2.3,114.9,112.5
1631128,Christian Braun,1610612743,76,15.5,-4.3,107.0,111.3
1631132,Christian Koloko,1610612761,58,13.8,9.0,112.7,103.7
1626174,Christian Wood,1610612742,67,25.9,-1.3,115.4,116.7
1629643,Chuma Okeke,1610612753,27,19.2,-10.8,105.7,116.5
203991,Clint Capela,1610612737,65,26.6,-1.1,115.3,116.4
1629632,Coby White,1610612741,74,23.4,4.0,114.0,110.1
203469,Cody Zeller,1610612748,15,14.4,-10.3,108.8,119.0
1630175,Cole Anthony,1610612753,60,25.9,-0.1,112.4,112.5
1629012,Collin Sexton,1610612762,48,23.9,0.1,116.4,116.3
1630557,Corey Kispert,1610612764,74,28.3,-3.2,112.4,115.6
202709,Cory Joseph,1610612765,62,19.8,-4.1,109.7,113.8
1626156,D'Angelo Russell,1610612747,71,32.5,1.5,113.6,112.1
1630227,Daishen Nix,1610612745,57,16.0,-8.2,106.2,114.4
1627745,Damian Jones,1610612762,41,11.6,-9.0,103.6,112.6
203081,Damian Lillard,1610612757,58,36.3,2.1,119.5,117.4
1627814,Damion Lee,1610612756,74,20.4,2.7,110.1,107.3
1629655,Daniel Gafford,1610612764,78,20.6,-2.5,111.7,114.3
201980,Danny Green,1610612739,11,12.6,-5.5,104.5,110.0
1627863,Danuel House Jr.,1610612755,56,14.4,0.3,112.8,112.5
203967,Dario Saric,1610612760,57,14.1,1.6,112.8,111.2
1629647,Darius Bazley,1610612756,43,14.3,-3.6,105.5,109.2
1629636,Darius Garland,1610612739,69,35.5,8.0,116.9,108.8
1631223,David Roddy,1610612763,70,18.0,-1.9,110.6,112.5
1630558,Davion Mitchell,1610612758,80,18.1,2.7,114.4,111.8
202722,Davis Bertans,1610612742,45,10.9,-4.3,110.6,114.8
1630549,Day'Ron Sharpe,1610612751,48,11.5,-8.8,110.3,119.0
1628368,De'Aaron Fox,1610612758,73,33.4,3.1,119.9,116.8
1629631,De'Andre Hunter,1610612737,67,31.7,-0.6,114.9,115.5
1629001,De'Anthony Melton,1610612755,77,27.9,2.7,115.5,112.8
201599,DeAndre Jordan,1610612743,39,15.0,-8.4,107.0,115.4
201942,DeMar DeRozan,1610612741,74,36.2,1.5,112.2,110.7
1629731,Dean Wade,1610612739,44,20.3,6.5,109.7,103.2
1629028,Deandre Ayton,1610612756,67,30.4,0.0,113.2,113.2
1627749,Dejounte Murray,1610612737,74,36.4,-1.1,114.3,115.4
1626153,Delon Wright,1610612764,50,24.4,3.2,114.1,110.9
1630166,Deni Avdija,1610612764,76,26.6,-0.8,113.3,114.1
203471,Dennis Schröder,1610612747,66,30.1,2.8,115.0,112.2
1628372,Dennis Smith Jr.,1610612766,54,25.7,-2.6,103.6,106.2
1627884,Derrick Jones Jr.,1610612741,64,14.0,6.7,112.8,106.0
201565,Derrick Rose,1610612752,27,12.5,-3.5,104.3,107.8
1628401,Derrick White,1610612738,82,28.3,11.0,118.2,107.2
1630217,Desmond Bane,1610612763,58,31.7,9.0,116.4,107.4
1626164,Devin Booker,1610612756,53,34.6,6.2,119.6,113.4
1630170,Devin Vassell,1610612759,38,31.0,-11.7,107.1,118.8
1628984,Devonte' Graham,1610612759,73,18.3,-6.2,107.5,113.7
203473,Dewayne Dedmon,1610612755,38,11.2,-10.6,99.3,110.0
1628415,Dillon Brooks,1610612763,73,30.3,4.9,113.4,108.5
1627734,Domantas Sabonis,1610612758,79,34.6,3.9,120.7,116.8
1631230,Dominick Barlow,1610612759,28,14.6,-10.7,105.2,115.9
1628378,Donovan Mitchell,1610612739,68,35.8,5.9,116.3,110.4
1628978,Donte DiVincenzo,1610612744,72,26.3,2.9,113.5,110.6
1627827,Dorian Finney-Smith,1610612751,66,30.4,-0.3,114.0,114.3
203926,Doug McDermott,1610612759,64,20.5,-9.7,108.7,118.4
203110,Draymond Green,1610612744,73,31.5,7.0,116.2,109.2
1629234,Drew Eubanks,1610612757,78,20.3,-4.1,113.0,117.1
1630696,Dru Smith,1610612751,15,10.6,-8.8,100.3,109.1
1630613,Duane Washington Jr.,1610612752,31,12.7,-0.5,107.4,107.9
1629130,Duncan Robinson,1610612748,42,16.4,-5.0,108.8,113.8
203939,Dwight Powell,1610612742,76,19.2,6.2,119.4,113.2
1630700,Dyson Daniels,1610612740,59,17.7,0.4,107.1,106.7
1628410,Edmond Sumner,1610612751,53,13.9,1.7,111.7,110.1
201569,Eric Gordon,1610612746,69,28.5,-5.8,110.6,116.4
1630647,Eugene Omoruyi,1610612765,40,16.1,-1.9,111.2,113.1
203095,Evan Fournier,1610612752,27,17.0,-4.7,109.1,113.8
1630596,Evan Mobley,1610612739,79,34.4,6.5,115.5,109.0
1628373,Frank Ntilikina,1610612742,47,12.9,5.1,113.5,108.4
1630532,Franz Wagner,1610612753,80,32.6,1.2,111.3,110.1
1627832,Fred VanVleet,1610612761,69,36.7,3.3,116.1,112.8
1629216,Gabe Vincent,1610612748,68,25.9,-0.7,111.0,111.7
1629726,Garrison Mathews,1610612737,54,12.7,-6.4,103.1,109.5
203914,Gary Harris,1610612753,48,24.7,-2.8,113.0,115.8
1627780,Gary Payton II,1610612744,22,16.7,5.4,123.7,118.3
1629018,Gary Trent Jr.,1610612761,66,32.1,-2.1,111.8,113.8
201588,George Hill,1610612754,46,18.1,1.9,108.8,106.9
1627777,Georges Niang,1610612755,78,19.4,1.3,112.5,111.1
203507,Giannis Antetokounmpo,1610612749,63,32.1,7.2,116.4,109.2
1629048,Goga Bitadze,1610612753,38,12.0,3.7,109.2,105.4
201609,Goran Dragic,1610612749,58,15.0,-0.6,111.6,112.2
202330,Gordon Hayward,1610612766,50,31.5,-3.3,108.4,111.7
203476,Gorgui Dieng,1610612759,31,11.6,-18.6,99.6,118.2
1629684,Grant Williams,1610612738,79,25.9,5.9,114.9,109.0
1628960,Grayson Allen,1610612749,72,27.4,4.9,113.9,109.1
1628977,Hamidou Diallo,1610612765,56,17.8,-0.6,108.9,109.5
203084,Harrison Barnes,1610612758,82,32.5,4.8,120.0,115.2
1629312,Haywood Highsmith,1610612748,54,18.0,-5.2,104.8,110.0
1630529,Herbert Jones,1610612740,66,29.6,3.9,115.8,111.8
1630193,Immanuel Quickley,1610612752,81,28.9,6.2,114.3,108.1
1630171,Isaac Okoro,1610612739,76,21.7,5.4,114.5,109.0
1628392,Isaiah Hartenstein,1610612752,82,19.9,4.4,114.6,110.2
1630543,Isaiah Jackson,1610612754,63,16.5,-5.6,109.5,115.2
1630198,Isaiah Joe,1610612760,73,19.1,5.1,117.3,112.2
1630587,Isaiah Livers,1610612765,52,23.1,-7.8,107.9,115.6
1629676,Isaiah Roby,1610612752,42,11.3,-10.4,102.5,112.9
1630191,Isaiah Stewart,1610612765,50,28.3,-8.0,108.9,116.9
1630688,Ish Wainright,1610612756,60,15.3,6.1,112.7,106.6
1627826,Ivica Zubac,1610612746,76,28.5,-0.6,112.8,113.4
1630550,JT Thor,1610612766,69,14.0,-7.5,102.7,110.2
1629630,Ja Morant,1610612763,61,31.9,7.3,115.8,108.5
203210,JaMychal Green,1610612744,57,14.0,-8.2,108.3,116.4
1631095,Jabari Smith Jr.,1610612745,79,31.0,-11.3,109.1,120.4
1631133,Jabari Walker,1610612757,56,11.1,-9.0,104.8,113.8
1630702,Jaden Hardy,1610612742,48,14.8,-3.1,112.5,115.6
1631093,Jaden Ivey,1610612765,74,31.1,-13.0,107.1,120.1
1630183,Jaden McDaniels,1610612750,79,30.6,2.0,113.6,111.6
203109,Jae Crowder,1610612749,18,18.9,-0.8,111.0,111.8
1630256,Jae'Sean Tate,1610612745,31,21.9,-7.3,107.5,114.8
1631222,Jake LaRavia,1610612763,35,11.8,-7.6,106.4,113.9
1627751,Jakob Poeltl,1610612761,72,26.5,-3.1,112.4,115.5
1628973,Jalen Brunson,1610612752,68,35.0,2.1,119.2,117.1
1631105,Jalen Duren,1610612765,67,24.9,-8.3,108.0,116.2
