PLAYER_ID,PLAYER_NAME,TEAM_ID,GP,MIN,NET_RATING,OFF_RATING,DEF_RATING
201166,Aaron Brooks,1610612754,65,13.7,-1.6,101.8,103.4
203932,Aaron Gordon,1610612753,80,28.7,-3.1,107.2,110.4
201143,Al Horford,1610612738,68,32.3,4.8,112.1,107.2
2744,Al Jefferson,1610612754,66,14.1,-5.4,102.2,107.6
202329,Al-Farouq Aminu,1610612757,61,29.1,0.9,108.1,107.1
101187,Alan Anderson,1610612746,30,10.3,-10.3,101.9,112.2
1626210,Alan Williams,1610612756,47,15.1,1.2,106.2,105.1
202692,Alec Burks,1610612762,42,15.5,-0.5,104.4,104.9
203518,Alex Abrines,1610612760,68,15.5,-0.6,107.2,107.8
203458,Alex Len,1610612756,77,20.3,-11.1,100.8,111.9
201582,Alexis Ajinca,1610612740,39,15.0,-5.1,100.2,105.3
203459,Allen Crabbe,1610612757,79,28.5,-2.9,106.8,109.7
101161,Amir Johnson,1610612738,80,20.1,7.7,112.3,104.6
203083,Andre Drummond,1610612765,81,29.7,-5.6,104.3,109.9
2738,Andre Iguodala,1610612744,76,26.3,12.4,114.1,101.7
203460,Andre Roberson,1610612760,79,30.1,3.4,108.1,104.7
101106,Andrew Bogut,1610612739,27,21.6,-2.2,95.1,97.4
1626150,Andrew Harrison,1610612763,72,20.5,0.0,102.8,102.9
203952,Andrew Wiggins,1610612750,82,37.2,-0.2,111.1,111.3
203461,Anthony Bennett,1610612751,23,11.5,-11.5,107.0,118.5
1626148,Anthony Brown,1610612753,11,14.5,-0.3,100.0,100.3
203076,Anthony Davis,1610612740,75,36.1,1.1,105.2,104.1
201627,Anthony Morrow,1610612741,49,14.6,0.4,105.6,105.1
201229,Anthony Tolliver,1610612758,65,22.7,-4.2,106.3,110.5
203462,Archie Goodwin,1610612751,15,14.3,-8.3,100.9,109.2
203382,Aron Baynes,1610612765,75,15.5,5.9,103.0,97.1
201167,Arron Afflalo,1610612758,61,25.9,-8.5,104.8,113.2
203085,Austin Rivers,1610612746,74,27.8,-0.1,108.0,108.1
202340,Avery Bradley,1610612738,55,33.4,1.7,110.4,108.7
203463,Ben McLemore,1610612758,61,19.3,-5.9,102.5,108.4
2757,Beno Udrih,1610612765,39,14.4,6.6,103.8,97.2
202687,Bismack Biyombo,1610612753,81,22.1,-8.6,100.3,108.9
201933,Blake Griffin,1610612746,61,34.0,10.5,116.7,106.2
