TEAM_ID,TEAM_NAME,OFF_RATING,DEF_RATING,NET_RATING,PACE,W,L,W_PCT
1610612737,Atlanta Hawks,115.0,112.9,2.2,102.5,46,36,0.561
1610612738,Boston Celtics,120.0,111.7,8.3,95.58,56,26,0.683
1610612751,Brooklyn Nets,108.2,118.2,-10.0,97.6,20,62,0.244
1610612766,Charlotte Hornets,118.4,113.5,4.9,97.59,44,38,0.537
1610612741,Chicago Bulls,112.1,117.4,-5.3,103.22,31,51,0.378
1610612739,Cleveland Cavaliers,118.3,114.1,4.1,100.7,52,30,0.634
1610612742,Dallas Mavericks,110.3,115.5,-5.2,102.62,26,56,0.317
1610612743,Denver Nuggets,121.2,116.0,5.2,99.49,54,28,0.659
1610612765,Detroit Pistons,117.3,108.9,8.4,99.88,60,22,0.732
1610612744,Golden State Warriors,113.8,114.4,-0.5,100.05,37,45,0.451
1610612745,Houston Rockets,117.5,112.1,5.4,96.98,52,30,0.634
1610612754,Indiana Pacers,110.1,117.9,-7.8,101.78,19,63,0.232
1610612746,LA Clippers,116.3,115.2,1.1,97.29,42,40,0.512
1610612747,Los Angeles Lakers,117.0,115.5,1.5,99.22,53,29,0.646
1610612763,Memphis Grizzlies,112.4,118.4,-6.0,101.69,25,57,0.305
1610612748,Miami Heat,115.8,113.6,2.1,104.22,43,39,0.524
1610612749,Milwaukee Bucks,112.2,118.3,-6.1,98.33,32,50,0.39
1610612750,Minnesota Timberwolves,115.6,112.5,3.1,101.5,49,33,0.598
1610612740,New Orleans Pelicans,113.3,117.6,-4.4,101.37,26,56,0.317
1610612752,New York Knicks,118.7,112.3,6.4,97.71,53,29,0.646
1610612760,Oklahoma City Thunder,117.6,106.5,11.1,100.37,64,18,0.78
1610612753,Orlando Magic,114.2,113.6,0.6,100.56,45,37,0.549
1610612755,Philadelphia 76ers,114.3,114.4,-0.1,100.39,45,37,0.549
1610612756,Phoenix Suns,114.2,112.9,1.4,98.14,45,37,0.549
1610612757,Portland Trail Blazers,113.1,113.5,-0.4,101.63,42,40,0.512
1610612758,Sacramento Kings,110.6,120.3,-9.7,100.12,22,60,0.268
1610612759,San Antonio Spurs,118.7,110.4,8.4,100.72,62,20,0.756
1610612761,Toronto Raptors,115.0,112.1,2.9,99.22,46,36,0.561
1610612762,Utah Jazz,112.7,120.8,-8.2,103.54,22,60,0.268
1610612764,Washington Wizards,109.7,121.5,-11.8,102.49,17,65,0.207
