TEAM_ID,TEAM_NAME,OFF_RATING,DEF_RATING,NET_RATING,PACE,W,L,W_PCT
1610612737,Atlanta Hawks,108.2,102.3,5.9,94.66,60,22,0.732
1610612738,Boston Celtics,103.8,103.5,0.3,96.71,40,42,0.488
1610612751,Brooklyn Nets,103.4,106.3,-3.0,93.69,38,44,0.463
1610612766,Charlotte Hornets,99.6,103.0,-3.4,93.45,33,49,0.402
1610612741,Chicago Bulls,106.3,103.3,3.0,93.8,50,32,0.61
1610612739,Cleveland Cavaliers,110.1,105.3,4.8,93.23,53,29,0.646
1610612742,Dallas Mavericks,108.2,104.9,3.2,96.4,50,32,0.61
1610612743,Denver Nuggets,103.9,107.1,-3.3,96.87,30,52,0.366
1610612765,Detroit Pistons,104.3,105.4,-1.1,93.68,32,50,0.39
1610612744,Golden State Warriors,110.4,100.4,9.9,99.28,67,15,0.817
1610612745,Houston Rockets,106.0,102.6,3.4,97.36,56,26,0.683
1610612754,Indiana Pacers,102.9,102.7,0.2,93.67,38,44,0.463
1610612746,Los Angeles Clippers,111.6,104.7,6.9,95.4,56,26,0.683
1610612747,Los Angeles Lakers,102.3,109.4,-7.1,95.03,21,61,0.256
1610612763,Memphis Grizzlies,104.8,101.2,3.5,92.82,55,27,0.671
1610612748,Miami Heat,103.2,106.1,-3.0,91.49,37,45,0.451
1610612749,Milwaukee Bucks,102.0,101.4,0.6,94.82,41,41,0.5
1610612750,Minnesota Timberwolves,101.8,110.9,-9.1,95.45,16,66,0.195
1610612740,New Orleans Pelicans,107.1,106.3,0.8,92.29,45,37,0.549
1610612752,New York Knicks,98.9,109.0,-10.1,92.06,17,65,0.207
1610612760,Oklahoma City Thunder,106.7,104.6,2.1,96.61,45,37,0.549
1610612753,Orlando Magic,101.0,106.8,-5.9,94.51,25,57,0.305
1610612755,Philadelphia 76ers,94.9,103.9,-9.0,96.45,18,64,0.22
1610612756,Phoenix Suns,104.2,105.3,-1.1,97.2,39,43,0.476
1610612757,Portland Trail Blazers,107.1,102.8,4.3,95.06,51,31,0.622
1610612758,Sacramento Kings,104.5,108.2,-3.7,96.16,29,53,0.354
1610612759,San Antonio Spurs,107.6,101.4,6.3,94.45,55,27,0.671
1610612761,Toronto Raptors,110.2,107.1,3.1,93.46,49,33,0.598
1610612762,Utah Jazz,104.2,104.1,0.1,91.1,38,44,0.463
1610612764,Washington Wizards,103.0,102.4,0.6,94.29,46,36,0.561
